Name,Address,Type,Phone,Website,Indoor.play,Birthday,Camps,Parent.morning.night.out,Story_time,Drop.in.care,Classes,latitude,longitude
Kiddy Town,"3392 S Church St, Burlington, NC 27215",Indoor playground,(336) 447-5943,https://www.infokiddytown.com,1,1,NA,NA,NA,NA,1,36.08029133,-79.51478027
Kids Indoor Playground,"905 Old Winston Rd, Kernersville, NC 27284",Indoor playground,(336) 993-7247,https://trianglefitness.net,1,1,1,NA,NA,NA,1,36.11218418,-80.09652525
Lemon Rose Play Cafe,"6886 Beach Dr. SW Ocean Isle Beach, NC 28469",Indoor playground,(910) 616-8709,https://www.facebook.com/lemonroseplaycafe/,1,1,NA,1,NA,NA,1,33.8994976,-78.46624609
Liberty PlayTown,"3211 Ray Road Spring Lake, NC 28390",Indoor playground,(910) 568-0041,https://www.libertyplaytown.com,1,1,NA,NA,NA,NA,1,35.25373993,-78.96700559
Little Bee Indoor Playground,"1910 S Glenburnie Rd. New Bern, NC 28562",Indoor playground,252.631.1606,https://www.littlebeeindoorplay.com,1,1,NA,NA,NA,NA,1,35.10394793,-77.09974706
Little Doodles Play Cafe,"6548 Glenwood Avenue Raleigh, NC 27613",Indoor playground,(984) 269-7076,https://littledoodlesplaycafe.com,1,1,NA,NA,NA,NA,1,35.85962935,-78.70731096
Little Doodles Play Cafe,"11 W 3rd Street Wendell, NC 27591",Indoor playground,(919) 374-7178,https://littledoodlesplaycafe.com,1,1,NA,NA,NA,NA,1,35.78099716,-78.37002921
Little Doodles Play Cafe,"6548 Glenwood Avenue Raleigh, NC 27613",Indoor playground,(984) 269-7076,https://littledoodlesplaycafe.com,1,1,NA,NA,NA,NA,1,35.85962935,-78.70731096
Little Doodles Play Cafe,"11 W 3rd Street Wendell, NC 27591",Indoor playground,(919) 374-7178,https://littledoodlesplaycafe.com,1,1,NA,NA,NA,NA,NA,35.78099716,-78.37002921
"M.A.P.L.E. Learning & Fun, Jr.","131 Evergreen Rd Ste 107, Lake Wylie, SC 29710",Indoor playground, (803) 281-2875,https://mapleleafjr.com,1,1,NA,NA,1,NA,NA,35.1162332,-81.0770516
MEGAPLAY,1233 Hargett St Jacksonville NC 28540,Indoor playground,910-939-2642,https://www.megaplayusa.com,1,1,NA,NA,NA,NA,NA,34.75071024,-77.41363939
Mountain Play Lodge,"3389 Sweeten Creek Rd Arden, NC 28704",Indoor playground,828-676-2120,https://www.mountainplaylodge.com,1,1,NA,NA,NA,NA,NA,35.48351494,-82.51828272
Over The Moon Play Space,"653 Cary Towne Blvd Cary, NC 27511",Indoor playground,(919) 238-9229,https://www.overthemoonplay.com,1,1,NA,NA,NA,NA,NA,35.77557046,-78.76638593
Piney Town Playhouse,"1520 N Broad St Fuquay-Varina, North Carolina",Indoor playground,919-902-7244,https://www.pineytown.com,1,1,NA,NA,NA,NA,NA,35.60420284,-78.80382822
Play Area (Mall),"11025 Carolina Pl Pkwy, Pineville, NC 28134",Indoor playground,(704) 543-9300,NA,NA,NA,NA,NA,NA,NA,NA,35.0827482,-80.87961814
Play House Play Café,"3463 US-21 Suite 109, Fort Mill, SC 29715",Indoor playground,(704) 336-9159,https://www.playhouseplaycafe.com,NA,NA,NA,NA,NA,NA,NA,35.07152574,-80.93509341
PlayFunParty Fayetteville,"4902 Yadkin Rd Suite 200, Fayetteville, NC 28303",Indoor playground,(910) 339-6451,http://www.playfunparty.com,1,1,NA,1,NA,NA,NA,35.08213006,-78.96483134
PlayFunParty Fuquay Varina,"2908 N Main St #100, Fuquay-Varina, NC 27526",Indoor playground,(919) 346-1014,http://www.playfunparty.com,1,1,NA,1,NA,NA,NA,35.61651185,-78.7346652
Playland Indoor Playground & Café,"122 Trade Ct, Mooresville, NC 28117",Indoor playground, (704) 360-4037,https://playlandmooresville.com,1,1,NA,NA,NA,NA,NA,35.55506482,-80.85554715
Playland Indoor Playground & Cafe ,"11812 Carolina Pl Pkwy, Pineville, NC 28134",Indoor playground, (704) 900-7581,https://www.playhouseplaycafe.com,1,1,NA,1,NA,NA,NA,35.07371545,-80.8804791
Playland Indoor Playground + Café,"2700 Gray Fox Rd, Monroe, NC 28110",Indoor playground,(704) 776-9314,https://playlandnc.com,1,1,1,NA,NA,NA,NA,35.0556565,-80.62585815
PlayTopia Indoor Playground,"761 Riverview Road Rock Hill, SC 29730",Indoor playground,803-320-3547,https://www.playtopiarockhill.com,1,1,NA,NA,NA,NA,NA,34.96810583,-80.98598738
Plum Krazy Play,"2616 E Main St, Lincolnton, NC 28092",Indoor playground,(704) 240-4449,https://plumkrazyplay.com,1,1,NA,1,NA,NA,1,35.48150367,-81.20737651
Pollywog’s Play Pad,"160 Suite G Pinehurst Avenue, Southern Pines 28387",Indoor playground,910-704-9881,https://www.pollywogsplaypad.com,1,1,NA,1,NA,NA,1,35.15922337,-79.41443999
Pretty Princess Play Palace,"11014 Monroe Rd, Matthews, NC 28105",Indoor playground,(980) 339-5921,https://prettyprincessplaypalace.com,1,1,1,NA,NA,NA,NA,35.13123385,-80.73500774
Puddle Jumpers Indoor Play Center,"8600 NC-Hwy 150 Terrell, NC 28682",Indoor playground,(980) 429-3721,https://www.puddle-jumpers.com,NA,NA,NA,NA,NA,NA,NA,35.59097552,-80.9729038
Romp n' Roll,"10020 Edison Square NW, Ste. 201 / 202, Concord, NC 28027",Indoor playground,980-981-6616,https://rompnroll.com,1,1,1,1,NA,NA,NA,35.40210293,-80.75997351
Romp n' Roll,"6210 Plantation Center Drive Suite 101, Raleigh, NC 27616",Indoor playground,919-615-0819,https://rompnroll.com,1,1,1,1,NA,NA,NA,35.87186609,-78.58342493
Safari Nation,"230 E Parris Ave, High Point, NC 27262",Indoor playground,(336) 515-1870,https://www.thesafarination.com/high-point/,1,1,NA,NA,NA,NA,NA,35.98516172,-80.01951574
Safari Nation,"3191 Peters Creek Parkway,Winston Salem, NC 27127",Indoor playground,(336) 523-3355,https://www.thesafarination.com/winston-salem/,1,1,NA,NA,NA,NA,NA,36.04411977,-80.25966623
Seymour Johnson Air Force Base Kiddie Hawk Playground (Free),"1515 Goodson St, Goldsboro, NC 27531",Indoor playground, (919) 722-8684,https://sjfss.com/kiddie-hawk-playground/,1,1,NA,NA,NA,NA,NA,35.35222186,-77.96782967
Spirited Sprout,"136 Waxhaw Pkwy suite d, Waxhaw, NC 28173",Indoor playground, (704) 776-6472,https://www.spiritedsproutplay.com,NA,NA,NA,NA,NA,NA,NA,34.93333568,-80.75157741
Steele Creek Community Place,"13501 S Tryon St, Charlotte, NC 28278",Indoor playground,NA,https://www.steelecreekcommunityplace.org,1,NA,NA,NA,1,NA,NA,35.09831207,-80.99713961
The Baby Bar,"1500 Mill St #106, Greensboro, NC 27408",Indoor playground, (336) 485-8237,https://www.thebabybargreensboro.com,1,1,NA,NA,NA,1,NA,36.0885708,-79.81160798
The Bunny Hive Charlotte,"1207 East Blvd, Charlotte, NC 28203",Indoor playground, (704) 877-5576,https://thebunnyhive.com/charlotte,1,1,NA,NA,NA,1,NA,35.20340065,-80.84651584
The Bunny Hive Raleigh,"711 W Lane St, Raleigh, NC 27603",Indoor playground,919) 623-8076,https://thebunnyhive.com/raleigh,1,1,NA,NA,NA,NA,1,35.78416678,-78.64925538
The Cub House Play Cafe,"1621 NC-42, Clayton, NC 27520",Indoor playground,(919) 585-2066,https://cubhouseplayspace.com,1,1,NA,1,NA,NA,1,35.64678397,-78.41395085
The Fun Factory,"120 N Church St Salisbury, Rowan County 28144",Indoor playground,(980) 565-5494,https://www.thefunfactorydowntown.com,1,1,1,NA,NA,NA,1,35.66857164,-80.47077667
The Fun Train Playground,"2617 Executive Point Dr, Monroe, NC 28110",Indoor playground, (704) 776-4181,https://funtrainplayground.com,1,1,NA,NA,NA,NA,NA,35.04734869,-80.61418832
The Wonder Lab,"3709-A University Drive Durham, NC 27707",Indoor playground,919-213-8527,https://www.wonderlabdurham.com,1,1,1,NA,NA,NA,NA,35.96690868,-78.94960001
Town Of Fun,"1000 Lower Shiloh Way Suite 100, Morrisville, NC 27560",Indoor playground,(919) 797-0112,https://www.townoffun.com,1,1,NA,NA,NA,NA,NA,35.86477722,-78.84613547
Uwharrie Play Oasis,"805 N 1st Street Albemarle, NC 28001",Indoor playground, (704) 550-5206,https://linktr.ee/uwharrieplayoasis,1,1,1,1,NA,NA,NA,35.36312499,-80.19872802
We Kan Go Play,"226 S Main Street Mount Holly, NC 28120",Indoor playground,(704) 820-8989,https://www.wekangoplay.com,1,1,NA,NA,NA,NA,NA,35.2952431,-81.01646238
Grow Cafe,"5342 Docia Crossing Road Charlotte, NC 28269",Indoor playground,704 - 919- 0919,https://www.growcafeclt.com,1,1,NA,NA,1,NA,1,35.3671575,-80.7859155
Kidnetix NC,"2815 Carolina Commerce Dr Suite A & B, Goldsboro, NC 27530",Indoor playground,NA,https://www.facebook.com/people/Kidnetix-NC/61573136678685/?_rdr,1,1,NA,NA,NA,NA,1,35.422162,35.422162
Romp n' Roll,"3611 Mt Holly-Huntersville Rd Suite 207, Charlotte, NC 28216",Indoor playground,704-837-0806,https://rompnroll.com,1,1,1,1,NA,NA,NA,35.325089,-80.946328
Safari Nation,"3900-H W. Market St.Greensboro, NC 27407",Indoor playground,336-315-5115,https://www.thesafarination.com/greensboro/,1,1,NA,NA,NA,NA,NA,36.069959,-79.852941
Velocity 360 Fun Zone,"4435 Monument Trce, Greensboro, NC 27409",Indoor playground, (336) 554-4922,https://www.velocity360funzone.com,1,1,NA,NA,NA,NA,NA,36.05047,-79.936061
Fun City Indoor Playground,3551 Lackey St Lumberton NC 28360,Indoor playground,9103700720,www.lumberton-nc.com/fun-city-lumberton/,1,1,,,,,,34.64573483,-79.01477666
MEGAPLAY Spring Lake,217 Skyland Plz Spring Lake NC 28390,Indoor playground,9103399119,www.megaplayusa.com,1,1,,,,,,35.24225934,-78.93922204
